"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","BANNOCK","005","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","220",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","BINGHAM","011","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","242",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","BONNEVILLE","019","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","216",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","BUTTE","023","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","210",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","CARIBOU","029","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","220",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","FREMONT","043","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","220",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","JEFFERSON","051","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","210",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","MADISON","065","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","220",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","205",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","POWER","077","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","EAST","90","TETON","081","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","NORTH","10","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CASSIA","031","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","245",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","GOODING","047","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","305",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","JEROME","053","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","265",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","MINIDOKA","067","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","236",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","231",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","TWIN FALLS","083","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","300",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","CANYON","027","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","350",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ELMORE","039","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","317",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","310",""
"SURVEY","1976","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OWYHEE","073","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","325",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","BANNOCK","005","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","BINGHAM","011","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","250",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","BONNEVILLE","019","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","210",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","BUTTE","023","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","CARIBOU","029","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","195",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","FREMONT","043","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","185",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","JEFFERSON","051","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","190",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","MADISON","065","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","195",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","200",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","POWER","077","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","245",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","EAST","90","TETON","081","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","160",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","NORTH","10","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CASSIA","031","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","270",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","GOODING","047","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","305",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","JEROME","053","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","300",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","MINIDOKA","067","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","250",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","300",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","TWIN FALLS","083","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","315",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","CANYON","027","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","340",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ELMORE","039","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","315",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","305",""
"SURVEY","1975","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OWYHEE","073","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","320",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","BANNOCK","005","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","210",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","BINGHAM","011","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","BONNEVILLE","019","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","215",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","BUTTE","023","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","200",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","CARIBOU","029","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","215",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","FREMONT","043","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","215",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","JEFFERSON","051","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","205",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","MADISON","065","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","215",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","200",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","POWER","077","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","EAST","90","TETON","081","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","165",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","NORTH","10","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","130",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CASSIA","031","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","250",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","GOODING","047","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","300",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","JEROME","053","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","272",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","MINIDOKA","067","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","TWIN FALLS","083","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","300",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","CANYON","027","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","321",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ELMORE","039","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","285",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","285",""
"SURVEY","1974","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OWYHEE","073","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","300",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","BANNOCK","005","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","220",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","BINGHAM","011","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","235",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","BONNEVILLE","019","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","225",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","BUTTE","023","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","210",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","CARIBOU","029","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","225",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","CLARK","033","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","295",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","CUSTER","037","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","165",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","FREMONT","043","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","220",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","JEFFERSON","051","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","215",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","MADISON","065","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","225",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","185",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","POWER","077","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","EAST","90","TETON","081","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","175",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","NORTH","10","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","140",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","BLAINE","013","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CASSIA","031","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","255",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","GOODING","047","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","JEROME","053","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","275",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","LINCOLN","063","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","225",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","MINIDOKA","067","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","TWIN FALLS","083","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","300",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","CANYON","027","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","345",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ELMORE","039","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","310",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","311",""
"SURVEY","1973","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OWYHEE","073","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","325",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","BANNOCK","005","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","BINGHAM","011","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","245",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","BONNEVILLE","019","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","BUTTE","023","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","210",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","CARIBOU","029","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","CLARK","033","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","395",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","CUSTER","037","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","FREMONT","043","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","JEFFERSON","051","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","230",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","MADISON","065","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","208",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","POWER","077","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","270",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","EAST","90","TETON","081","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","170",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","NORTH","10","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","125",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","BLAINE","013","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","256",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","CASSIA","031","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","270",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","GOODING","047","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","255",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","JEROME","053","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","300",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","LINCOLN","063","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","245",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","MINIDOKA","067","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","255",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTH CENTRAL","80","TWIN FALLS","083","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","325",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","CANYON","027","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","345",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","ELMORE","039","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","330",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OTHER (COMBINED) COUNTIES","","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","321",""
"SURVEY","1972","YEAR","","COUNTY","IDAHO","16","SOUTHWEST","70","OWYHEE","073","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","340",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","BANNOCK","005","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","220",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","BINGHAM","011","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","235",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","BONNEVILLE","019","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","225",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","BUTTE","023","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","200",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","CARIBOU","029","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","225",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","CLARK","033","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","355",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","CUSTER","037","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","164",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","FREMONT","043","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","JEFFERSON","051","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","241",""
"SURVEY","1971","YEAR","","COUNTY","IDAHO","16","EAST","90","MADISON","065","","","00000000","","POTATOES","POTATOES - YIELD, MEASURED IN CWT / ACRE","TOTAL","NOT SPECIFIED","240",""
