STATION,NAME,DATE,DAPR,DASF,MDPR,MDSF,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
USC00102676,"DRIGGS, ID US",9/22/2014,,,,,0.54,0,0,68,47,54
USC00102676,"DRIGGS, ID US",9/23/2014,,,,,0,0,0,69,47,49
USC00102676,"DRIGGS, ID US",9/24/2014,,,,,0,0,0,78,45,
USC00102676,"DRIGGS, ID US",9/25/2014,,,,,0,0,0,81,43,58
USC00102676,"DRIGGS, ID US",9/26/2014,,,,,0,0,0,76,43,54
USC00102676,"DRIGGS, ID US",9/27/2014,,,,,0,0,0,54,49,
USC00102676,"DRIGGS, ID US",9/28/2014,,,,,0.98,0,0,55,37,
USC00102676,"DRIGGS, ID US",9/29/2014,,,,,0,0,0,48,39,
USC00102676,"DRIGGS, ID US",9/30/2014,,,,,0.85,0,0,49,37,
USC00102676,"DRIGGS, ID US",10/1/2014,,,,,0,0,0,46,35,
USC00102676,"DRIGGS, ID US",10/2/2014,,,,,0,0,0,54,35,46
USC00102676,"DRIGGS, ID US",10/3/2014,,,,,0,0,0,54,24,
USC00102676,"DRIGGS, ID US",10/4/2014,,,,,0,0,0,62,29,
USC00102676,"DRIGGS, ID US",10/5/2014,,,,,0,0,0,64,36,51
USC00102676,"DRIGGS, ID US",10/6/2014,,,,,0,0,0,66,37,
USC00102676,"DRIGGS, ID US",10/7/2014,,,,,0,0,0,66,36,
USC00102676,"DRIGGS, ID US",10/8/2014,,,,,0,0,0,69,34,41
USC00102676,"DRIGGS, ID US",10/9/2014,,,,,0,0,0,68,31,
USC00102676,"DRIGGS, ID US",10/10/2014,,,,,0,0,0,62,34,42
USC00102676,"DRIGGS, ID US",10/11/2014,,,,,0,0,0,58,36,
USC00102676,"DRIGGS, ID US",10/12/2014,,,,,0.06,0,0,48,31,31
USC00102676,"DRIGGS, ID US",10/13/2014,,,,,0,0,0,53,25,35
USC00102676,"DRIGGS, ID US",10/14/2014,,,,,0,0,0,67,30,40
USC00102676,"DRIGGS, ID US",10/15/2014,,,,,0,0,0,65,38,43
USC00102676,"DRIGGS, ID US",10/16/2014,,,,,0,0,0,53,24,40
USC00102676,"DRIGGS, ID US",10/17/2014,,,,,0,0,0,64,25,38
USC00102676,"DRIGGS, ID US",10/18/2014,,,,,0,0,0,64,32,41
USC00102676,"DRIGGS, ID US",10/19/2014,,,,,0,0,0,67,26,38
USC00102676,"DRIGGS, ID US",10/20/2014,,,,,0.07,0,0,70,30,
USC00102676,"DRIGGS, ID US",10/21/2014,,,,,0,0,0,56,37,39
USC00102676,"DRIGGS, ID US",10/22/2014,,,,,0,0,0,52,27,
USC00102676,"DRIGGS, ID US",10/23/2014,,,,,0,0,0,59,33,45
USC00102676,"DRIGGS, ID US",10/24/2014,,,,,0,0,0,67,42,44
USC00102676,"DRIGGS, ID US",10/25/2014,,,,,0,0,0,70,33,59
USC00102676,"DRIGGS, ID US",10/26/2014,,,,,0,0,0,59,32,34
USC00102676,"DRIGGS, ID US",10/27/2014,,,,,0,,,41,28,
USC00102676,"DRIGGS, ID US",10/28/2014,,,,,0,,,48,19,
USC00102676,"DRIGGS, ID US",10/29/2014,,,,,0,,,53,24,
USC00102676,"DRIGGS, ID US",10/30/2014,,,,,0,,,62,34,
USC00102676,"DRIGGS, ID US",10/31/2014,,,,,0,,,66,35,55
USC00102676,"DRIGGS, ID US",11/1/2014,,,,,0.19,0,0,64,40,41
USC00102676,"DRIGGS, ID US",11/2/2014,,,,,0.21,0,0,41,30,30
USC00102676,"DRIGGS, ID US",11/3/2014,,,,,0,0,0,35,25,25
USC00102676,"DRIGGS, ID US",11/4/2014,,,,,0,0,0,41,23,37
USC00102676,"DRIGGS, ID US",11/5/2014,,,,,0,0,0,48,28,28
USC00102676,"DRIGGS, ID US",11/6/2014,,,,,0,0,0,54,23,
USC00102676,"DRIGGS, ID US",11/7/2014,,,,,0,0,0,52,27,27
USC00102676,"DRIGGS, ID US",11/8/2014,,,,,0,0,0,55,23,33
USC00102676,"DRIGGS, ID US",11/9/2014,,,,,0,0,0,55,28,50
USC00102676,"DRIGGS, ID US",11/10/2014,,,,,0,1,1,50,21,23
USC00102676,"DRIGGS, ID US",11/11/2014,,,,,0.48,5.5,6,23,-10,
USC00102676,"DRIGGS, ID US",11/12/2014,,,,,0,0,5,16,-17,-6
USC00102676,"DRIGGS, ID US",11/13/2014,,,,,0.52,0,5,15,-13,14
USC00102676,"DRIGGS, ID US",11/14/2014,,,,,0,0,5,31,13,
USC00102676,"DRIGGS, ID US",11/15/2014,,,,,0,0,5,13,-14,
USC00102676,"DRIGGS, ID US",11/16/2014,,,,,0,0,5,10,-16,
USC00102676,"DRIGGS, ID US",11/17/2014,,,,,0,0,5,14,-17,1
USC00102676,"DRIGGS, ID US",11/23/2014,6,,0,,,0,0,,,
USC00102676,"DRIGGS, ID US",11/24/2014,,,,,0.38,1.7,2,,,
USC00102676,"DRIGGS, ID US",11/25/2014,,,,,0,0,0,,,
USC00102676,"DRIGGS, ID US",11/30/2014,5,,0.07,,,,,,,
USC00102676,"DRIGGS, ID US",12/1/2014,,,,,0,1,3,35,28,34
USC00102676,"DRIGGS, ID US",12/2/2014,,,,,0.51,0,0,41,24,25
USC00102676,"DRIGGS, ID US",12/3/2014,,,,,0,0,0,40,25,
USC00102676,"DRIGGS, ID US",12/4/2014,,,,,0,0,0,40,36,
USC00102676,"DRIGGS, ID US",12/5/2014,,,,,0,0,0,41,27,
USC00102676,"DRIGGS, ID US",12/6/2014,,,,,0,0,0,45,35,
USC00102676,"DRIGGS, ID US",12/7/2014,,,,,0.08,0,0,44,38,38
USC00102676,"DRIGGS, ID US",12/8/2014,,,,,0,0,0,45,22,
USC00102676,"DRIGGS, ID US",12/9/2014,,,,,0,0,0,50,25,
USC00102676,"DRIGGS, ID US",12/10/2014,,,,,0,0,0,50,29,40
USC00102676,"DRIGGS, ID US",12/11/2014,,,,,0,0,0,54,39,
USC00102676,"DRIGGS, ID US",12/12/2014,,,,,0,0,0,55,32,
USC00102676,"DRIGGS, ID US",12/13/2014,,,,,0,0,0,35,29,29
USC00102676,"DRIGGS, ID US",12/14/2014,,,,,0,0,0,29,20,
USC00102676,"DRIGGS, ID US",12/15/2014,,,,,0,0,0,27,2,5
USC00102676,"DRIGGS, ID US",12/16/2014,,,,,0,0,0,37,5,
USC00102676,"DRIGGS, ID US",12/17/2014,,,,,0,0,0,34,27,27
USC00102676,"DRIGGS, ID US",12/18/2014,,,,,0,0,0,32,25,
USC00102676,"DRIGGS, ID US",12/19/2014,,,,,0,0,0,33,29,
USC00102676,"DRIGGS, ID US",12/20/2014,,,,,0,0,0,36,30,
USC00102676,"DRIGGS, ID US",12/21/2014,,,,,0.76,4,4,37,22,
USC00102676,"DRIGGS, ID US",12/22/2014,,,,,0,0,4,30,21,21
USC00102676,"DRIGGS, ID US",12/23/2014,,,,,0,0,4,28,17,
USC00102676,"DRIGGS, ID US",12/24/2014,,,,,0,0,4,33,27,28
USC00102676,"DRIGGS, ID US",12/25/2014,,,,,0.5,8,10,28,-2,
USC00102676,"DRIGGS, ID US",12/26/2014,,,,,0,0,10,15,7,12
USC00102676,"DRIGGS, ID US",12/27/2014,,,,,0,0,10,18,12,
USC00102676,"DRIGGS, ID US",12/28/2014,,,,,0,0,10,20,-8,
USC00102676,"DRIGGS, ID US",12/29/2014,,,,,0,0,10,14,-9,-7
USC00102676,"DRIGGS, ID US",12/30/2014,,,,,0.17,3,8,3,-19,
USC00102676,"DRIGGS, ID US",12/31/2014,,,,,0,0,8,9,-10,-9
USC00102676,"DRIGGS, ID US",1/1/2015,,,,,0,0,8,9,-13,
USC00102676,"DRIGGS, ID US",1/2/2015,,,,,0,0,8,7,-11,
USC00102676,"DRIGGS, ID US",1/3/2015,,,,,0.07,1.6,8,13,4,
USC00102676,"DRIGGS, ID US",1/4/2015,,,,,0,2,10,27,13,27
USC00102676,"DRIGGS, ID US",1/5/2015,,,,,0,0,10,37,27,
USC00102676,"DRIGGS, ID US",1/6/2015,,,,,0,0,9,42,17,
USC00102676,"DRIGGS, ID US",1/7/2015,,,,,0,0,9,41,12,
USC00102676,"DRIGGS, ID US",1/8/2015,,,,,0,0,8,33,8,
USC00102676,"DRIGGS, ID US",1/9/2015,,,,,0,0,8,33,13,
USC00102676,"DRIGGS, ID US",1/10/2015,,,,,0,0,8,32,26,
USC00102676,"DRIGGS, ID US",1/11/2015,,,,,0,0,8,31,25,
USC00102676,"DRIGGS, ID US",1/12/2015,,,,,0,0,8,31,5,
USC00102676,"DRIGGS, ID US",1/13/2015,,,,,0,0,8,26,-3,
USC00102676,"DRIGGS, ID US",1/14/2015,,,,,0,0,8,14,-7,
USC00102676,"DRIGGS, ID US",1/15/2015,,,,,0,0,8,35,3,
USC00102676,"DRIGGS, ID US",1/16/2015,,,,,0,0,8,31,1,
USC00102676,"DRIGGS, ID US",1/17/2015,,,,,0,0,8,39,11,
USC00102676,"DRIGGS, ID US",1/18/2015,,,,,0,0,8,39,22,
USC00102676,"DRIGGS, ID US",1/19/2015,,,,,0.87,0,8,34,20,20
USC00102676,"DRIGGS, ID US",1/20/2015,,,,,0,0,8,25,13,13
USC00102676,"DRIGGS, ID US",1/21/2015,,,,,0,0,8,21,-1,1
USC00102676,"DRIGGS, ID US",1/22/2015,,,,,0,0,8,23,1,6
USC00102676,"DRIGGS, ID US",1/23/2015,,,,,0,0,8,26,4,
USC00102676,"DRIGGS, ID US",1/24/2015,,,,,0,0,8,31,18,
USC00102676,"DRIGGS, ID US",1/25/2015,,,,,0,0,7,39,15,
USC00102676,"DRIGGS, ID US",1/26/2015,,,,,0,0,6,43,20,
USC00102676,"DRIGGS, ID US",1/27/2015,,,,,0,0,6,51,33,
USC00102676,"DRIGGS, ID US",1/28/2015,,,,,0,0,6,36,30,31
USC00102676,"DRIGGS, ID US",1/29/2015,,,,,0,0,6,37,16,
USC00102676,"DRIGGS, ID US",1/30/2015,,,,,0,0,6,37,21,21
USC00102676,"DRIGGS, ID US",1/31/2015,,,,,0,0,6,33,21,28
USC00102676,"DRIGGS, ID US",2/1/2015,,,,,0,0,6,29,21,28
USC00102676,"DRIGGS, ID US",2/2/2015,,,,,0.27,0.4,6,37,25,
USC00102676,"DRIGGS, ID US",2/3/2015,,,,,0,0,6,37,32,33
USC00102676,"DRIGGS, ID US",2/4/2015,,,,,0,0,6,41,30,37
USC00102676,"DRIGGS, ID US",2/5/2015,,,,,0,0,5,48,34,
USC00102676,"DRIGGS, ID US",2/6/2015,,,,,0,0,4,52,34,
USC00102676,"DRIGGS, ID US",2/7/2015,,,,,0,0,4,46,38,
USC00102676,"DRIGGS, ID US",2/8/2015,,,,,0,0,4,47,33,
USC00102676,"DRIGGS, ID US",2/9/2015,,,,,0,0,4,41,33,
USC00102676,"DRIGGS, ID US",2/10/2015,,,,,0.53,0,3,38,30,31
USC00102676,"DRIGGS, ID US",2/11/2015,,,,,0,0,3,43,27,27
USC00102676,"DRIGGS, ID US",2/12/2015,,,,,0,0,0,45,21,
USC00102676,"DRIGGS, ID US",2/13/2015,,,,,0,0,1,47,27,27
USC00102676,"DRIGGS, ID US",2/14/2015,,,,,0,0,0,52,27,30
USC00102676,"DRIGGS, ID US",2/15/2015,,,,,0,0,0,38,16,
USC00102676,"DRIGGS, ID US",2/16/2015,,,,,0,0,0,33,9,16
USC00102676,"DRIGGS, ID US",2/17/2015,,,,,0,0,0,32,16,19
USC00102676,"DRIGGS, ID US",2/18/2015,,,,,0,0,0,44,19,27
USC00102676,"DRIGGS, ID US",2/19/2015,,,,,0,0,0,44,23,
USC00102676,"DRIGGS, ID US",2/20/2015,,,,,0,0,0,47,29,
USC00102676,"DRIGGS, ID US",2/21/2015,,,,,0,0,0,39,23,
USC00102676,"DRIGGS, ID US",2/22/2015,,,,,0,0,0,26,5,
USC00102676,"DRIGGS, ID US",2/23/2015,,,,,0,0,0,32,-1,19
USC00102676,"DRIGGS, ID US",2/24/2015,,,,,0.08,0,0,35,19,31
USC00102676,"DRIGGS, ID US",2/25/2015,,,,,0,0,0,36,14,20
USC00102676,"DRIGGS, ID US",2/26/2015,,,,,0,0,0,32,17,19
USC00102676,"DRIGGS, ID US",2/27/2015,,,,,0,0,0,28,9,20
USC00102676,"DRIGGS, ID US",2/28/2015,,,,,0,0,0,35,15,15
USC00102676,"DRIGGS, ID US",3/1/2015,,,,,0,0,0,33,15,17
USC00102676,"DRIGGS, ID US",3/2/2015,,,,,0.27,5,5,39,17,27
USC00102676,"DRIGGS, ID US",3/3/2015,,,,,0,0,3,27,-2,
USC00102676,"DRIGGS, ID US",3/4/2015,,,,,0,0,3,22,-9,6
USC00102676,"DRIGGS, ID US",3/5/2015,,,,,0,0,2,37,6,24
USC00102676,"DRIGGS, ID US",3/6/2015,,,,,0,0,0,43,15,
USC00102676,"DRIGGS, ID US",3/7/2015,,,,,0,0,0,51,18,
USC00102676,"DRIGGS, ID US",3/8/2015,,,,,0,0,0,47,20,28
USC00102676,"DRIGGS, ID US",3/9/2015,,,,,0,0,0,48,21,30
USC00102676,"DRIGGS, ID US",3/10/2015,,,,,0,0,0,54,22,30
USC00102676,"DRIGGS, ID US",3/11/2015,,,,,0,0,0,57,28,45
USC00102676,"DRIGGS, ID US",3/12/2015,,,,,0,0,0,47,36,43
USC00102676,"DRIGGS, ID US",3/13/2015,,,,,0,0,0,54,23,
USC00102676,"DRIGGS, ID US",3/14/2015,,,,,0,0,0,56,29,49
USC00102676,"DRIGGS, ID US",3/15/2015,,,,,0,0,0,60,46,50
USC00102676,"DRIGGS, ID US",3/16/2015,,,,,0,0,0,60,42,43
USC00102676,"DRIGGS, ID US",3/17/2015,,,,,0,0,0,62,37,42
USC00102676,"DRIGGS, ID US",3/18/2015,,,,,0,0,0,50,22,
USC00102676,"DRIGGS, ID US",3/19/2015,,,,,0,0,0,49,20,29
USC00102676,"DRIGGS, ID US",3/20/2015,,,,,0,0,0,60,23,36
USC00102676,"DRIGGS, ID US",3/21/2015,,,,,0,0,0,59,30,43
USC00102676,"DRIGGS, ID US",3/22/2015,,,,,0,0,0,54,28,37
USC00102676,"DRIGGS, ID US",3/23/2015,,,,,0,0,0,43,31,34
USC00102676,"DRIGGS, ID US",3/24/2015,,,,,0,0,0,37,26,28
USC00102676,"DRIGGS, ID US",3/25/2015,,,,,0,0,0,40,18,32
USC00102676,"DRIGGS, ID US",3/26/2015,,,,,0,0,0,51,25,40
USC00102676,"DRIGGS, ID US",3/27/2015,,,,,0,0,0,64,27,43
USC00102676,"DRIGGS, ID US",3/28/2015,,,,,0,0,0,59,23,
USC00102676,"DRIGGS, ID US",3/29/2015,,,,,0,0,0,56,21,33
USC00102676,"DRIGGS, ID US",3/30/2015,,,,,0,0,0,63,27,38
USC00102676,"DRIGGS, ID US",3/31/2015,,,,,0,0,0,66,30,
USC00102676,"DRIGGS, ID US",4/1/2015,,,,,0,0,0,42,27,33
USC00102676,"DRIGGS, ID US",4/2/2015,,,,,0,0,0,35,15,
USC00102676,"DRIGGS, ID US",4/3/2015,,,,,0,0,0,45,13,
USC00102676,"DRIGGS, ID US",4/4/2015,,,,,0,0,0,50,27,
USC00102676,"DRIGGS, ID US",4/5/2015,,,,,0,0,0,49,30,36
USC00102676,"DRIGGS, ID US",4/6/2015,,,,,,,,38,16,
USC00102676,"DRIGGS, ID US",4/7/2015,,,,,,,,43,16,
USC00102676,"DRIGGS, ID US",4/8/2015,,,,,,,,45,21,
USC00102676,"DRIGGS, ID US",4/9/2015,,,,,,,,43,26,
USC00102676,"DRIGGS, ID US",4/10/2015,,,,,,,,54,27,
USC00102676,"DRIGGS, ID US",4/11/2015,6,,0.54,,,0,0,53,33,41
USC00102676,"DRIGGS, ID US",4/12/2015,,,,,0,0,0,45,27,37
USC00102676,"DRIGGS, ID US",4/13/2015,,,,,0,0,0,60,27,
USC00102676,"DRIGGS, ID US",4/14/2015,,,,,0,0,0,62,24,
USC00102676,"DRIGGS, ID US",4/15/2015,,,,,0,0,0,41,23,
USC00102676,"DRIGGS, ID US",4/16/2015,,,,,0.35,0,0,52,27,37
USC00102676,"DRIGGS, ID US",4/17/2015,,,,,0,0,0,,,
USC00102676,"DRIGGS, ID US",4/18/2015,,,,,0,0,0,,,
USC00102676,"DRIGGS, ID US",4/19/2015,,,,,0,0,0,57,29,
USC00102676,"DRIGGS, ID US",4/20/2015,,,,,0,0,0,54,42,42
USC00102676,"DRIGGS, ID US",4/21/2015,,,,,0,0,0,57,38,38
USC00102676,"DRIGGS, ID US",4/22/2015,,,,,0,0,0,56,38,
USC00102676,"DRIGGS, ID US",4/23/2015,,,,,0,0,0,51,41,41
USC00102676,"DRIGGS, ID US",4/24/2015,,,,,0.17,0,0,46,32,
USC00102676,"DRIGGS, ID US",4/25/2015,,,,,0,0,0,44,39,39
USC00102676,"DRIGGS, ID US",4/26/2015,,,,,0,0,0,44,32,35
USC00102676,"DRIGGS, ID US",4/27/2015,,,,,0,0,0,65,28,
USC00102676,"DRIGGS, ID US",4/28/2015,,,,,0,0,0,69,32,
USC00102676,"DRIGGS, ID US",4/29/2015,,,,,0,0,0,63,43,
USC00102676,"DRIGGS, ID US",4/30/2015,,,,,0,0,0,55,40,40
USC00102676,"DRIGGS, ID US",5/1/2015,,,,,0.49,0,0,70,40,
USC00102676,"DRIGGS, ID US",5/2/2015,,,,,0,0,0,66,44,55
USC00102676,"DRIGGS, ID US",5/3/2015,,,,,0,0,0,64,33,
USC00102676,"DRIGGS, ID US",5/4/2015,,,,,0,0,0,62,36,
USC00102676,"DRIGGS, ID US",5/5/2015,,,,,,0,0,52,42,42
USC00102676,"DRIGGS, ID US",5/6/2015,,,,,,0,0,55,37,
USC00102676,"DRIGGS, ID US",5/7/2015,,,,,,0,0,54,35,
USC00102676,"DRIGGS, ID US",5/8/2015,,,,,,0,0,52,39,
USC00102676,"DRIGGS, ID US",5/9/2015,5,,0,,,0,0,52,29,
USC00102676,"DRIGGS, ID US",5/10/2015,,,,,0,0,0,47,33,33
USC00102676,"DRIGGS, ID US",5/11/2015,,,,,0,0,0,55,33,46
USC00102676,"DRIGGS, ID US",5/12/2015,,,,,,0,0,59,44,44
USC00102676,"DRIGGS, ID US",5/13/2015,,,,,,0,0,63,40,
USC00102676,"DRIGGS, ID US",5/14/2015,,,,,,0,0,55,39,
USC00102676,"DRIGGS, ID US",5/15/2015,,,,,,0,0,48,35,
USC00102676,"DRIGGS, ID US",5/16/2015,,,,,,0,0,49,37,
USC00102676,"DRIGGS, ID US",5/17/2015,,,,,,0,0,47,38,38
USC00102676,"DRIGGS, ID US",5/18/2015,7,,2.24,,,0,0,59,32,43
USC00102676,"DRIGGS, ID US",5/19/2015,,,,,0,0,0,54,38,42
USC00102676,"DRIGGS, ID US",5/20/2015,,,,,0.22,0,0,55,42,45
USC00102676,"DRIGGS, ID US",5/21/2015,,,,,,0,0,62,39,
USC00102676,"DRIGGS, ID US",5/22/2015,,,,,,0,0,59,40,
USC00102676,"DRIGGS, ID US",5/23/2015,,,,,,0,0,60,42,42
USC00102676,"DRIGGS, ID US",5/24/2015,,,,,,0,0,60,42,
USC00102676,"DRIGGS, ID US",5/25/2015,,,,,,0,0,59,44,
USC00102676,"DRIGGS, ID US",5/26/2015,,,,,,0,0,55,41,
USC00102676,"DRIGGS, ID US",5/27/2015,,,,,,0,0,54,41,43
USC00102676,"DRIGGS, ID US",5/28/2015,8,,2.3,,,0,0,54,33,40
USC00102676,"DRIGGS, ID US",5/29/2015,,,,,0,0,0,62,40,51
USC00102676,"DRIGGS, ID US",5/30/2015,,,,,0.15,0,0,75,43,
USC00102676,"DRIGGS, ID US",5/31/2015,,,,,0,0,0,74,45,48
USC00102676,"DRIGGS, ID US",6/1/2015,,,,,0.16,0,0,65,39,45
USC00102676,"DRIGGS, ID US",6/2/2015,,,,,0.07,0,0,68,39,49
USC00102676,"DRIGGS, ID US",6/3/2015,,,,,0.08,0,0,65,49,51
USC00102676,"DRIGGS, ID US",6/4/2015,,,,,0.14,0,0,70,37,65
USC00102676,"DRIGGS, ID US",6/5/2015,,,,,0.01,0,0,69,42,53
USC00102676,"DRIGGS, ID US",6/6/2015,,,,,0.37,0,0,65,41,51
USC00102676,"DRIGGS, ID US",6/7/2015,,,,,0,0,0,70,44,56
USC00102676,"DRIGGS, ID US",6/8/2015,,,,,0,0,0,77,48,
USC00102676,"DRIGGS, ID US",6/9/2015,,,,,0,0,0,74,44,
USC00102676,"DRIGGS, ID US",6/10/2015,,,,,0.51,0,0,74,43,
USC00102676,"DRIGGS, ID US",6/11/2015,,,,,0,0,0,76,48,
USC00102676,"DRIGGS, ID US",6/12/2015,,,,,0,0,0,75,45,
USC00102676,"DRIGGS, ID US",6/13/2015,,,,,0,0,0,71,43,
USC00102676,"DRIGGS, ID US",6/14/2015,,,,,0,0,0,75,40,
USC00102676,"DRIGGS, ID US",6/15/2015,,,,,0,0,0,75,44,56
USC00102676,"DRIGGS, ID US",6/16/2015,,,,,0.12,0,0,77,41,
USC00102676,"DRIGGS, ID US",6/17/2015,,,,,0,0,0,81,51,
USC00102676,"DRIGGS, ID US",6/18/2015,,,,,0,0,0,78,48,62
USC00102676,"DRIGGS, ID US",6/19/2015,,,,,0,0,0,74,43,
USC00102676,"DRIGGS, ID US",6/20/2015,,,,,0,0,0,79,46,63
USC00102676,"DRIGGS, ID US",6/21/2015,,,,,0,0,0,74,40,56
USC00102676,"DRIGGS, ID US",6/22/2015,,,,,0,0,0,76,44,
USC00102676,"DRIGGS, ID US",6/23/2015,,,,,0,0,0,75,48,
USC00102676,"DRIGGS, ID US",6/24/2015,,,,,0,0,0,79,55,
USC00102676,"DRIGGS, ID US",6/25/2015,,,,,0,0,0,77,,58
USC00102676,"DRIGGS, ID US",6/26/2015,,,,,0,0,0,87,48,
USC00102676,"DRIGGS, ID US",6/27/2015,,,,,0,0,0,88,50,
USC00102676,"DRIGGS, ID US",6/28/2015,,,,,0,0,0,85,,72
USC00102676,"DRIGGS, ID US",6/29/2015,,,,,0,0,0,86,55,
USC00102676,"DRIGGS, ID US",6/30/2015,,,,,0,0,0,83,53,
USC00102676,"DRIGGS, ID US",7/1/2015,,,,,0,0,0,83,51,
USC00102676,"DRIGGS, ID US",7/2/2015,,,,,0,0,0,85,48,
USC00102676,"DRIGGS, ID US",7/3/2015,,,,,0,0,0,84,53,
USC00102676,"DRIGGS, ID US",7/4/2015,,,,,0,0,0,84,54,
USC00102676,"DRIGGS, ID US",7/5/2015,,,,,0,0,0,70,53,68
USC00102676,"DRIGGS, ID US",7/6/2015,,,,,0.58,0,0,71,49,
USC00102676,"DRIGGS, ID US",7/7/2015,,,,,0.37,0,0,76,49,61
USC00102676,"DRIGGS, ID US",7/8/2015,,,,,0.23,0,0,69,52,
USC00102676,"DRIGGS, ID US",7/9/2015,,,,,0.18,0,0,68,52,60
USC00102676,"DRIGGS, ID US",7/10/2015,,,,,0,0,0,65,49,51
USC00102676,"DRIGGS, ID US",7/11/2015,,,,,0.03,0,0,69,44,54
USC00102676,"DRIGGS, ID US",7/12/2015,,,,,0,0,0,76,50,
USC00102676,"DRIGGS, ID US",7/13/2015,,,,,0,0,0,74,49,
USC00102676,"DRIGGS, ID US",7/14/2015,,,,,0.01,0,0,75,45,55
USC00102676,"DRIGGS, ID US",7/15/2015,,,,,0,0,0,72,51,53
USC00102676,"DRIGGS, ID US",7/16/2015,,,,,0,0,0,75,45,65
USC00102676,"DRIGGS, ID US",7/17/2015,,,,,0,0,0,65,52,52
USC00102676,"DRIGGS, ID US",7/18/2015,,,,,0,0,0,60,47,
USC00102676,"DRIGGS, ID US",7/19/2015,,,,,0,0,0,71,44,52
USC00102676,"DRIGGS, ID US",7/20/2015,,,,,0,0,0,73,42,51
USC00102676,"DRIGGS, ID US",7/21/2015,,,,,0,0,0,78,43,60
USC00102676,"DRIGGS, ID US",7/22/2015,,,,,0,0,0,75,48,
USC00102676,"DRIGGS, ID US",7/23/2015,,,,,0,0,0,73,53,56
USC00102676,"DRIGGS, ID US",7/24/2015,,,,,0,0,0,75,54,55
USC00102676,"DRIGGS, ID US",7/25/2015,,,,,0.26,0,0,77,44,54
USC00102676,"DRIGGS, ID US",7/26/2015,,,,,0,0,0,81,45,56
USC00102676,"DRIGGS, ID US",7/27/2015,,,,,0,0,0,63,42,
USC00102676,"DRIGGS, ID US",7/28/2015,,,,,0.24,0,0,60,33,45
USC00102676,"DRIGGS, ID US",7/29/2015,,,,,0,0,0,71,33,47
USC00102676,"DRIGGS, ID US",7/30/2015,,,,,0,0,0,78,38,
USC00102676,"DRIGGS, ID US",7/31/2015,,,,,0,0,0,82,41,
USC00102676,"DRIGGS, ID US",8/1/2015,,,,,0,0,0,83,43,81
USC00102676,"DRIGGS, ID US",8/2/2015,,,,,0,0,0,86,45,
USC00102676,"DRIGGS, ID US",8/3/2015,,,,,0,0,0,74,54,
USC00102676,"DRIGGS, ID US",8/4/2015,,,,,0,0,0,76,53,56
USC00102676,"DRIGGS, ID US",8/5/2015,,,,,0.48,0,0,75,51,52
USC00102676,"DRIGGS, ID US",8/6/2015,,,,,0,0,0,73,47,
USC00102676,"DRIGGS, ID US",8/7/2015,,,,,0,0,0,76,51,
USC00102676,"DRIGGS, ID US",8/8/2015,,,,,0.68,0,0,,48,
USC00102676,"DRIGGS, ID US",8/9/2015,,,,,0,0,0,72,42,
USC00102676,"DRIGGS, ID US",8/10/2015,,,,,0,0,0,80,42,50
USC00102676,"DRIGGS, ID US",8/11/2015,,,,,0,0,0,85,47,62
USC00102676,"DRIGGS, ID US",8/12/2015,,,,,0,0,0,77,55,
USC00102676,"DRIGGS, ID US",8/13/2015,,,,,0,0,0,83,51,
USC00102676,"DRIGGS, ID US",8/14/2015,,,,,0.22,0,0,84,51,
USC00102676,"DRIGGS, ID US",8/15/2015,,,,,0,0,0,78,55,
USC00102676,"DRIGGS, ID US",8/16/2015,,,,,0,0,0,75,44,
USC00102676,"DRIGGS, ID US",8/17/2015,,,,,0,0,0,71,44,
USC00102676,"DRIGGS, ID US",8/18/2015,,,,,0,0,0,66,37,
USC00102676,"DRIGGS, ID US",8/19/2015,,,,,0,0,0,71,38,
USC00102676,"DRIGGS, ID US",8/20/2015,,,,,0,0,0,76,42,
USC00102676,"DRIGGS, ID US",8/21/2015,,,,,0.14,0,0,78,46,
USC00102676,"DRIGGS, ID US",8/22/2015,,,,,0,0,0,65,,
USC00102676,"DRIGGS, ID US",8/23/2015,,,,,0,0,0,79,,
USC00102676,"DRIGGS, ID US",8/24/2015,,,,,0,0,0,84,40,57
USC00102676,"DRIGGS, ID US",8/25/2015,,,,,0,0,0,89,46,
USC00102676,"DRIGGS, ID US",8/26/2015,,,,,0,0,0,69,49,
USC00102676,"DRIGGS, ID US",8/27/2015,,,,,0,0,0,75,42,
USC00102676,"DRIGGS, ID US",8/28/2015,,,,,0,0,0,80,45,
USC00102676,"DRIGGS, ID US",8/29/2015,,,,,0,0,0,83,52,
USC00102676,"DRIGGS, ID US",8/30/2015,,,,,0,0,0,74,52,
USC00102676,"DRIGGS, ID US",8/31/2015,,,,,0,0,0,74,43,
USC00102676,"DRIGGS, ID US",9/1/2015,,,,,0,0,0,81,41,60
USC00102676,"DRIGGS, ID US",9/2/2015,,,,,0.09,0,0,81,54,59
USC00102676,"DRIGGS, ID US",9/3/2015,,,,,0,0,0,75,53,
USC00102676,"DRIGGS, ID US",9/4/2015,,,,,0,0,0,77,43,
USC00102676,"DRIGGS, ID US",9/5/2015,,,,,0.1,0,0,58,44,44
USC00102676,"DRIGGS, ID US",9/6/2015,,,,,0,0,0,60,34,
USC00102676,"DRIGGS, ID US",9/7/2015,,,,,0,0,0,66,38,
